clean_name,full_name,first_name,surname,affiliation,homepage,scholar,middle_name
Piotr Wasilewski,Piotr Wasilewski,Piotr,Wasilewski,University of Warsaw,http://duch.mimuw.edu.pl/~piotr/en/bio,BHurJToAAAAJ,\N
Piotr Wieczorek,Piotr Wieczorek,Piotr,Wieczorek,University of Wroclaw,http://www.ii.uni.wroc.pl/~piotrek,EGXCyygAAAAJ,\N
Piotr Witkowski,Piotr Witkowski 0001,Piotr,Witkowski,University of Wroclaw,http://www.pwit.info,Iwr4uBUAAAAJ,\N
Piotrek Hofman,Piotrek Hofman,Piotrek,Hofman,University of Warsaw,https://www.mimuw.edu.pl/~ph209519,HRFzDfoAAAAJ,\N
Piret Luik,Piret Luik,Piret,Luik,University of Tartu,https://www.etis.ee/CV/Piret_Luik_001/est,Pv2w6ZsAAAAJ,\N
Pisipati Radha Krishna,Pisipati Radha Krishna,Pisipati,Krishna,National Institute of Technology Warangal,https://wsdc.nitw.ac.in/facultynew/facultyprofile/id/16934,JFzGHMIAAAAJ,Radha
Piyus Kedia,Piyus Kedia,Piyus,Kedia,IIIT Delhi,https://www.iiitd.ac.in/piyus,f-4PIh4AAAAJ,\N
Piyush Kumar,Piyush Kumar,Piyush,Kumar,Florida State University,http://compgeom.com/~piyush,aqdN-aUAAAAJ,\N
Piyush P. Kurur,Piyush P. Kurur,Piyush,Kurur,IIT Palakkad,https://piyush-kurur.github.io,NOSCHOLARPAGE,P.
Piyush Rai,Piyush Rai,Piyush,Rai,IIT Kanpur,http://cse.iitk.ac.in/users/piyush,D50grEgAAAAJ,\N
Piyush Srivastava,Piyush Srivastava 0001,Piyush,Srivastava,Tata Inst. of Fundamental Research,http://www.tifr.res.in/~piyush.srivastava,FiMu254AAAAJ,\N
Plamen Angelov,Plamen Angelov 0001,Plamen,Angelov,Lancaster University,https://www.lancaster.ac.uk/scc/about-us/people/plamen-angelov,CCW8PwkAAAAJ,\N
Plamen P. Angelov,Plamen P. Angelov,Plamen,Angelov,Lancaster University,https://www.lancaster.ac.uk/scc/about-us/people/plamen-angelov,CCW8PwkAAAAJ,P.
Pnina Fichman,Pnina Fichman,Pnina,Fichman,Indiana University,https://ella.sice.indiana.edu/~fichman,KpiNE84AAAAJ,\N
Po Yang,Po Yang 0001,Po,Yang,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/po-yang,RdK3cwgAAAAJ,\N
Po-Ling Loh,Po-Ling Loh,Po-Ling,Loh,University of Cambridge,https://www.dpmms.cam.ac.uk/~pll28,cht-q2UAAAAJ,\N
Pokhar Mal Jat,Pokhar Mal Jat,Pokhar,Jat,DAIICT,http://www.daiict.ac.in/daiict/people/faculty.html,NOSCHOLARPAGE,Mal
Polepalli Krishna Reddy,Polepalli Krishna Reddy,Polepalli,Reddy,IIIT Hyderabad,http://faculty.iiit.ac.in/~pkreddy,XIgl8kUAAAAJ,Krishna
Polina Golland,Polina Golland,Polina,Golland,Massachusetts Institute of Technology,https://www.csail.mit.edu/person/polina-golland,eeyDrJ8AAAAJ,\N
Pollipalli Krishna Reddy,Pollipalli Krishna Reddy,Pollipalli,Reddy,IIIT Hyderabad,http://faculty.iiit.ac.in/~pkreddy,XIgl8kUAAAAJ,Krishna
Polo Chau,Polo Chau,Polo,Chau,Georgia Institute of Technology,http://www.cc.gatech.edu/~dchau,YON32W4AAAAJ,\N
Polyvios Pratikakis,Polyvios Pratikakis,Polyvios,Pratikakis,University of Crete,https://www.csd.uoc.gr/~polyvios,ACXEa94AAAAJ,\N
Pong C. Yuen,Pong C. Yuen,Pong,Yuen,Hong Kong Baptist University,http://www.comp.hkbu.edu.hk/~pcyuen,CwhIcHkAAAAJ,C.
Pong P. Chu,Pong P. Chu,Pong,Chu,Cleveland State University,https://academic.csuohio.edu/chu_p,NOSCHOLARPAGE,P.
Ponnurangam Kumaraguru,Ponnurangam Kumaraguru,Ponnurangam,Kumaraguru,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/PKguru,MfzQyP8AAAAJ,\N
Ponnurangam Kumarguru,Ponnurangam Kumarguru,Ponnurangam,Kumarguru,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/PKguru,MfzQyP8AAAAJ,\N
Ponnuswamy Sadayappan,Ponnuswamy Sadayappan,Ponnuswamy,Sadayappan,University of Utah,http://www.cs.utah.edu/~saday,JN4tlsMAAAAJ,\N
Pontus Ekberg,Pontus Ekberg,Pontus,Ekberg,Uppsala University,https://user.it.uu.se/~ponek616,5UvFMhEAAAAJ,\N
Pontus Johnson,Pontus Johnson,Pontus,Johnson,KTH Royal Institute of Technology,https://www.kth.se/profile/pontusj,Jxpmb_wAAAAJ,\N
Pontus Saito Stenetorp,Pontus Saito Stenetorp,Pontus,Stenetorp,University College London,https://iris.ucl.ac.uk/iris/browse/profile?upi=PLEPS00,NOSCHOLARPAGE,Saito
Pooja Malik,Pooja Malik,Pooja,Malik,Shiv Nadar University,https://www.snu.edu.in/schools/school-of-engineering/faculty/pooja-malik,NOSCHOLARPAGE,\N
Poonam Goyal,Poonam Goyal,Poonam,Goyal,BITS Pilani,http://www.bits-pilani.ac.in/pilani/poonam/profile,YHN0TYMAAAAJ,\N
Poorvi L. Vora,Poorvi L. Vora,Poorvi,Vora,George Washington University,https://www.seas.gwu.edu/~poorvi,NOSCHOLARPAGE,L.
Pooya Farshim,Pooya Farshim,Pooya,Farshim,Durham University,https://farshim.github.io,w_Pjc6MAAAAJ,\N
Pooya Hatami,Pooya Hatami,Pooya,Hatami,Ohio State University,https://pooyahatami.org,VNJ9di0AAAAJ,\N
Pooya Moradian Zadeh,Pooya Moradian Zadeh,Pooya,Zadeh,University of Windsor,http://www.uwindsor.ca/science/computerscience/1047/dr-pooya-moradian-zadeh,x9lHn5IAAAAJ,Moradian
Pooyan Jamshidi,Pooyan Jamshidi,Pooyan,Jamshidi,University of South Carolina,https://pooyanjamshidi.github.io,Jre2RUQAAAAJ,\N
Poppe:Ronald,Poppe:Ronald,Poppe:Ronald,Poppe:Ronald,Utrecht University,https://www.uu.nl/staff/RWPoppe,khmLnVIAAAAJ,\N
Poramate Manoonpong,Poramate Manoonpong,Poramate,Manoonpong,VISTEC,https://www.manoonpong.com,ZQ93_SQAAAAJ,\N
Pornsiri Muenchaisri,Pornsiri Muenchaisri,Pornsiri,Muenchaisri,Chulalongkorn University,https://www.cp.eng.chula.ac.th/en/about/faculty/pornsirim,NOSCHOLARPAGE,\N
Porter Jenkins,Porter Jenkins,Porter,Jenkins,Brigham Young University,https://science.byu.edu/directory/porter-jenkins,uNhwfr0AAAAJ,\N
Posco Tso,Posco Tso,Posco,Tso,Loughborough University,https://www.lboro.ac.uk/departments/compsci/staff/academic-teaching/tsoposco,NOSCHOLARPAGE,\N
Poul G. Hjorth,Poul G. Hjorth,Poul,Hjorth,DTU,https://www.compute.dtu.dk/english,NOSCHOLARPAGE,G.
Pourang Irani,Pourang Irani,Pourang,Irani,University of Manitoba,http://www.cs.umanitoba.ca/~irani,lPYUHkIAAAAJ,\N
Pourang P. Irani,Pourang P. Irani,Pourang,Irani,University of Manitoba,http://www.cs.umanitoba.ca/~irani,lPYUHkIAAAAJ,P.
Prabal Dutta,Prabal Dutta,Prabal,Dutta,Univ. of California - Berkeley,https://people.eecs.berkeley.edu/~prabal,H790-zwAAAAJ,\N
Prabal K. Dutta,Prabal K. Dutta,Prabal,Dutta,Univ. of California - Berkeley,https://people.eecs.berkeley.edu/~prabal,H790-zwAAAAJ,K.
Prabhakar Ragde,Prabhakar Ragde,Prabhakar,Ragde,University of Waterloo,https://cs.uwaterloo.ca/~plragde,NOSCHOLARPAGE,\N
Prabhakaran Balakrishnan,Prabhakaran Balakrishnan,Prabhakaran,Balakrishnan,University of Texas at Dallas,http://www.utdallas.edu/~praba,4yki88YAAAAJ,\N
Prabhanjan Ananth,Prabhanjan Ananth,Prabhanjan,Ananth,Univ. of California - Santa Barbara,https://sites.google.com/site/prabhanjanva,xS_vRnYAAAAJ,\N
Prabhanjan Vijendra Ananth,Prabhanjan Vijendra Ananth,Prabhanjan,Ananth,Univ. of California - Santa Barbara,https://sites.google.com/site/prabhanjanva,xS_vRnYAAAAJ,Vijendra
Prabhat Mishra,Prabhat Mishra 0001,Prabhat,Mishra,University of Florida,http://www.cise.ufl.edu/~prabhat,ZlhpUZoAAAAJ,\N
Prabhat Munshi,Prabhat Munshi,Prabhat,Munshi,IIT Jammu,https://www.iitjammu.ac.in/computer_science_engineering/faculty-list/~prabhatmunshi,fX8XRcwAAAAJ,\N
Prabuchandran K. J.,Prabuchandran K. J.,Prabuchandran,J.,IIT Dharwad,https://scholar.google.com/citations?hl=en&user=JSL--pMAAAAJ,JSL--pMAAAAJ,K.
Prachet Bhuyan,Prachet Bhuyan,Prachet,Bhuyan,KIIT Bhubaneswar,https://cse.kiit.ac.in/profiles/prachet-bhuyan,1yGdcyoAAAAJ,\N
Pradeep K. Atrey,Pradeep K. Atrey,Pradeep,Atrey,University at Albany - SUNY,http://www.cs.albany.edu/~patrey,2s3sftgAAAAJ,K.
Pradeep K. Khosla,Pradeep K. Khosla,Pradeep,Khosla,Univ. of California - San Diego,http://chancellor.ucsd.edu/chancellor-khosla,HtgKHRIAAAAJ,K.
Pradeep K. Murukannaiah,Pradeep K. Murukannaiah,Pradeep,Murukannaiah,TU Delft,https://ii.tudelft.nl/~pradeep,zezL27wAAAAJ,K.
Pradeep Kumar Ravikumar,Pradeep Kumar Ravikumar,Pradeep,Ravikumar,Carnegie Mellon University,http://www.cs.cmu.edu/~pradeepr,Q4DTPw4AAAAJ,Kumar
Pradeep Ravikumar,Pradeep Ravikumar,Pradeep,Ravikumar,Carnegie Mellon University,http://www.cs.cmu.edu/~pradeepr,Q4DTPw4AAAAJ,\N
Pradeep Sen,Pradeep Sen,Pradeep,Sen,Univ. of California - Santa Barbara,https://www.ece.ucsb.edu/~psen,9_H57VkAAAAJ,\N
Pradeep Varakantham,Pradeep Varakantham,Pradeep,Varakantham,Singapore Management University,https://www.smu.edu.sg/faculty/profile/9641/Pradeep-Reddy-VARAKANTHAM,BAdQpFkAAAAJ,\N
Pradeesha Ashok,Pradeesha Ashok,Pradeesha,Ashok,IIIT Bangalore,http://www.iiitb.ac.in/faculty_page.php?name=PradeeshaAshok,kYEa1aIAAAAJ,\N
Pradip K. Das,Pradip K. Das,Pradip,Das,IIT Guwahati,http://www.iitg.ernet.in/pkdas,zNNnCEUAAAAJ,K.
Pradip K. Srimani,Pradip K. Srimani,Pradip,Srimani,Clemson University,https://people.cs.clemson.edu/~srimani,syrIRoQAAAAJ,K.
Pradip Kumar Sharma,Pradip Kumar Sharma,Pradip,Sharma,University of Aberdeen,https://www.abdn.ac.uk/people/pradip.sharma,jiFOcRkAAAAJ,Kumar
Pradipta Maji,Pradipta Maji,Pradipta,Maji,ISI Kolkata,https://www.isical.ac.in/~pmaji,RtOqKr0AAAAJ,\N
Prahladh Harsha,Prahladh Harsha,Prahladh,Harsha,Tata Inst. of Fundamental Research,http://www.tcs.tifr.res.in/~prahladh,PTv2p1AAAAAJ,\N
Prajakta Nimbhorkar,Prajakta Nimbhorkar,Prajakta,Nimbhorkar,CMI,http://www.cmi.ac.in/~prajakta,hDBz3EUAAAAJ,\N
Prakash Ishwar,Prakash Ishwar,Prakash,Ishwar,Boston University,https://www.bu.edu/eng/profile/prakash-ishwar,RYvdtGcAAAAJ,\N
Prakash Panangaden,Prakash Panangaden,Prakash,Panangaden,McGill University,http://www.cs.mcgill.ca/~prakash,IROzEKQAAAAJ,\N
Prakash Ramanan,Prakash Ramanan,Prakash,Ramanan,Wichita State University,https://www.wichita.edu/profiles/academics/engineering/SoC/Ramanan-Prakash.php,ADVpR-gAAAAJ,\N
Pralay Mitra,Pralay Mitra,Pralay,Mitra,IIT Kharagpur,http://cse.iitkgp.ac.in/~pralay,LPzuRBUAAAAJ,\N
Pramod Bhatotia,Pramod Bhatotia,Pramod,Bhatotia,TU Munich,https://www.in.tum.de/dse/people,_nr10fgAAAAJ,\N
Pramod K. Varshney,Pramod K. Varshney,Pramod,Varshney,Syracuse University,http://www.ecs.syr.edu/research/SensorFusionLab/People/varshney,PLvsUUcAAAAJ,K.
Pramod Viswanath,Pramod Viswanath,Pramod,Viswanath,Princeton University,https://ece.princeton.edu/people/pramod-viswanath,lPycXNcAAAAJ,\N
Pranab K. Muhuri,Pranab K. Muhuri,Pranab,Muhuri,South Asian University,http://sau.int/~cilab/pkm.php,Gj-yZscAAAAJ,K.
Pranab Sen,Pranab Sen,Pranab,Sen,Tata Inst. of Fundamental Research,http://www.tcs.tifr.res.in/~pgdsen,Ka5re30AAAAJ,\N
Praneeth Chakravarthula,Praneeth Chakravarthula,Praneeth,Chakravarthula,University of North Carolina,https://www.cs.unc.edu/~cpk,pEMEFwQAAAAJ,\N
Praneeth Vepakomma,Praneeth Vepakomma,Praneeth,Vepakomma,MBZUAI,https://mbzuai.ac.ae/study/faculty/praneeth-vepakomma,T_mPgZIAAAAJ,\N
Prasad Calyam,Prasad Calyam,Prasad,Calyam,University of Missouri,https://engineering.missouri.edu/faculty/prasad-calyam,Plnnv18AAAAJ,\N
Prasad Jayanti,Prasad Jayanti,Prasad,Jayanti,Dartmouth College,http://www.cs.dartmouth.edu/~prasad,TH512IgAAAAJ,\N
Prasad Kulkarni,Prasad Kulkarni,Prasad,Kulkarni,University of Kansas,http://www.ittc.ku.edu/~kulkarni,ETTvwdQAAAAJ,\N
Prasad Raghavendra,Prasad Raghavendra,Prasad,Raghavendra,Univ. of California - Berkeley,http://freevideolectures.com/Course/3567/Efficient-Algorithms-and-Intractable-Problems,t5KSayQAAAAJ,\N
Prasad Tadepalli,Prasad Tadepalli,Prasad,Tadepalli,Oregon State University,http://eecs.oregonstate.edu/~tadepall,CXAN0i0AAAAJ,\N
Prasad Tetali,Prasad Tetali,Prasad,Tetali,Georgia Institute of Technology,https://people.math.gatech.edu/~tetali,NOSCHOLARPAGE,\N
Prasant Mohapatra,Prasant Mohapatra,Prasant,Mohapatra,University of South Florida,https://pmlab.cse.usf.edu,Zc018qEAAAAJ,\N
Prasenjit Majumder,Prasenjit Majumder,Prasenjit,Majumder,DAIICT,http://intranet.daiict.ac.in/~p_majumder,Cf-XE08AAAAJ,\N
Prashant Doshi,Prashant Doshi,Prashant,Doshi,University of Georgia,http://thinc.cs.uga.edu/personnel.html,3PkyzawAAAAJ,\N
Prashant J. Nair,Prashant J. Nair,Prashant,Nair,University of British Columbia,https://prashantnair.bitbucket.io,IweLDwwAAAAJ,J.
Prashant J. Shenoy,Prashant J. Shenoy,Prashant,Shenoy,University of Massachusetts Amherst,https://people.cs.umass.edu/~shenoy/home,TciP6mcAAAAJ,J.
Prashant Khanduri,Prashant Khanduri,Prashant,Khanduri,Wayne State University,https://engineering.wayne.edu/profile/hm8920,dFZ7VrwAAAAJ,\N
Prashant Krishnamurthy,Prashant Krishnamurthy,Prashant,Krishnamurthy,University of Pittsburgh,http://www.sci.pitt.edu/faculty-and-research/faculty-directory/prashant-krishnamurthy,F9qypa0AAAAJ,\N
Prashant Nalini Vasudevan,Prashant Nalini Vasudevan,Prashant,Vasudevan,National University of Singapore,https://www.comp.nus.edu.sg/~prashant,ZzJO3UkAAAAJ,Nalini
Prashant Pandey,Prashant Pandey 0001,Prashant,Pandey,University of Utah,https://prashantpandey.github.io,VO62HkEAAAAJ,\N
Prashant V. Krishnamurthy,Prashant V. Krishnamurthy,Prashant,Krishnamurthy,University of Pittsburgh,http://www.sci.pitt.edu/faculty-and-research/faculty-directory/prashant-krishnamurthy,F9qypa0AAAAJ,V.
Prashanth L. A.,Prashanth L. A.,Prashanth,A.,IIT Madras,http://www.cse.iitm.ac.in/~prashla,Q1YXWpoAAAAJ,L.
Prashanth Lakshmanrao Ananthapadmanabharao,Prashanth Lakshmanrao Ananthapadmanabharao,Prashanth,Ananthapadmanabharao,IIT Madras,http://www.cse.iitm.ac.in/~prashla,Q1YXWpoAAAAJ,Lakshmanrao
Prasun Dewan,Prasun Dewan,Prasun,Dewan,University of North Carolina,http://www.cs.unc.edu/~dewan,rRxC18AAAAAJ,\N
Pratap Tokekar,Pratap Tokekar,Pratap,Tokekar,University of Maryland - College Park,https://www.cs.umd.edu/people/tokekar,FKAovywAAAAJ,\N
Prateek Mittal,Prateek Mittal,Prateek,Mittal,Princeton University,http://www.princeton.edu/~pmittal,xTKD8J4AAAAJ,\N
Prateek Prasanna,Prateek Prasanna,Prateek,Prasanna,Stony Brook University,https://www.cs.stonybrook.edu/people/faculty/PrateekPrasanna,uyA1Q18AAAAJ,\N
Prateek Saxena,Prateek Saxena,Prateek,Saxena,National University of Singapore,https://www.comp.nus.edu.sg/~prateeks,7YoDkzsAAAAJ,\N
Prateek Sharma,Prateek Sharma,Prateek,Sharma,Indiana University,http://homes.sice.indiana.edu/prateeks,0vslvCQAAAAJ,\N
Pratik Chaudhari,Pratik Chaudhari,Pratik,Chaudhari,University of Pennsylvania,https://pratikac.github.io,c_z5hWEAAAAJ,\N
Pratik Mazumder,Pratik Mazumder,Pratik,Mazumder,IIT Jodhpur,https://sites.google.com/view/pratikmazumder,WxLYb5QAAAAJ,\N
Pratik Narang,Pratik Narang,Pratik,Narang,BITS Pilani,https://www.bits-pilani.ac.in/pilani/pratiknarang/profile,YyCGRO8AAAAJ,\N
Pratik Soni,Pratik Soni,Pratik,Soni,University of Utah,https://www.cs.utah.edu/~psoni,XvhsqUsAAAAJ,\N
Pratyush Mishra,Pratyush Mishra,Pratyush,Mishra,University of Pennsylvania,https://pratyushmishra.com,URyAEqUAAAAJ,\N
Praveen Paruchuri,Praveen Paruchuri,Praveen,Paruchuri,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/praveen.p,ILUqgKEAAAAJ,\N
Praveen Tammana,Praveen Tammana,Praveen,Tammana,IIT Hyderabad,https://www.iith.ac.in/cse/praveent,ZCukcP4AAAAJ,\N
Pravesh K. Kothari,Pravesh K. Kothari,Pravesh,Kothari,Princeton University,http://praveshkkothari.org,07qshUgAAAAJ,K.
Pravesh Kothari,Pravesh Kothari,Pravesh,Kothari,Princeton University,http://praveshkkothari.org,07qshUgAAAAJ,\N
Predrag Radivojac,Predrag Radivojac,Predrag,Radivojac,Northeastern University,https://www.ccis.northeastern.edu/people/predrag-radivojac,ugj0at8AAAAJ,\N
Preetam Ghosh,Preetam Ghosh,Preetam,Ghosh,Virginia Commonwealth University,https://egr.vcu.edu/directory/preetamghosh,S30uT7YAAAAJ,\N
Preetha Chatterjee,Preetha Chatterjee,Preetha,Chatterjee,Drexel University,https://sites.udel.edu/preethac,5i170moAAAAJ,\N
Preethi Jyothi,Preethi Jyothi,Preethi,Jyothi,IIT Bombay,https://www.cse.iitb.ac.in/~pjyothi,QN_uhu8AAAAJ,\N
Preeti Mudliar,Preeti Mudliar,Preeti,Mudliar,IIIT Bangalore,http://www.iiitb.ac.in/faculty_page.php?name=PreetiMudliar,NOSCHOLARPAGE,\N
Preeti Ranjan Panda,Preeti Ranjan Panda,Preeti,Panda,IIT Delhi,http://www.cse.iitd.ernet.in/~panda,4Q2DOC4AAAAJ,Ranjan
Prem K. Kalra,Prem K. Kalra,Prem,Kalra,IIT Delhi,http://www.cse.iitd.ernet.in/~pkalra,ttrJhoUAAAAJ,K.
Prem Kalra,Prem Kalra,Prem,Kalra,IIT Delhi,http://www.cse.iitd.ernet.in/~pkalra,ttrJhoUAAAAJ,\N
Preslav Ivanov Nakov,Preslav Ivanov Nakov,Preslav,Nakov,MBZUAI,https://mbzuai.ac.ae/study/faculty/preslav-nakov,DfXsKZ4AAAAJ,Ivanov
Preslav Nakov,Preslav Nakov,Preslav,Nakov,MBZUAI,https://mbzuai.ac.ae/study/faculty/preslav-nakov,DfXsKZ4AAAAJ,\N
Priit Adler,Priit Adler,Priit,Adler,University of Tartu,https://ut.ee/en/node/104477,hz9-4zYAAAAJ,\N
Primal Pappachan,Primal Pappachan,Primal,Pappachan,Portland State University,https://primalpappachan.com,NRhyIlEAAAAJ,\N
Priscilla Kan John,Priscilla Kan John,Priscilla,John,Australian National University,https://cs.anu.edu.au/people/priscilla-kan-john,NOSCHOLARPAGE,Kan
Prithviraj Ammanabrolu,Prithviraj Ammanabrolu,Prithviraj,Ammanabrolu,Univ. of California - San Diego,http://prithvirajva.com,2yaiWZ8AAAAJ,\N
Prithviraj Dasgupta,Prithviraj Dasgupta,Prithviraj,Dasgupta,University of Nebraska - Omaha,https://www.unomaha.edu/college-of-information-science-and-technology/about/faculty-staff/prithviraj-dasgupta.php,DOlGwQIAAAAJ,\N
Priya L. Donti,Priya L. Donti,Priya,Donti,Massachusetts Institute of Technology,https://priyadonti.com,PfRSkfEAAAAJ,L.
Priya Narasimhan,Priya Narasimhan,Priya,Narasimhan,Carnegie Mellon University,http://www.cs.cmu.edu/~priya,qyPWUBcAAAAJ,\N
Priyanka Chawla,Priyanka Chawla,Priyanka,Chawla,National Institute of Technology Warangal,https://wsdc.nitw.ac.in/facultynew/facultyprofile/id/17088,ByZDgyUAAAAJ,\N
Priyanka Golia,Priyanka Golia,Priyanka,Golia,CISPA Helmholtz Center,https://priyanka-golia.github.io,55Xlz7QAAAAJ,\N
Priyanka Srivastava,Priyanka Srivastava,Priyanka,Srivastava,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/priyanka,xjiw6DYAAAAJ,\N
Probir Roy,Probir Roy,Probir,Roy,University of Michigan-Dearborn,https://www.probir.info,Ktpw9z0AAAAJ,\N
Prosanta Hope,Prosanta Hope,Prosanta,Hope,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/prosanta-gope,Yy3YF0AAAAAJ,\N
Prosenjit Bose,Prosenjit Bose,Prosenjit,Bose,Carleton University,http://jitbose.ca,1jR53ZQAAAAJ,\N
Prosenjit K. Bose,Prosenjit K. Bose,Prosenjit,Bose,Carleton University,http://jitbose.ca,1jR53ZQAAAAJ,K.
Prudence W. H. Wong,Prudence W. H. Wong,Prudence,Wong,University of Liverpool,https://www.liverpool.ac.uk/computer-science/staff/prudence-wong,vjIXDW4AAAAJ,W. H.
Przemyslaw Musialski,Przemyslaw Musialski,Przemyslaw,Musialski,NJIT,https://web.njit.edu/~przem,GG5256IAAAAJ,\N
Przemyslaw Pawelczak,Przemyslaw Pawelczak,Przemyslaw,Pawelczak,TU Delft,http://www.pawelczak.net,NzykFrsAAAAJ,\N
Przemyslaw Pochec,Przemyslaw Pochec,Przemyslaw,Pochec,University of New Brunswick,https://www.cs.unb.ca/people/pochec,NOSCHOLARPAGE,\N
Przemyslaw Prusinkiewicz,Przemyslaw Prusinkiewicz,Przemyslaw,Prusinkiewicz,University of Calgary,http://algorithmicbotany.org,pjH7e8IAAAAJ,\N
Przemysław Pawełczak,Przemysław Pawełczak,Przemysław,Pawełczak,TU Delft,http://www.pawelczak.net,NzykFrsAAAAJ,\N
Pu Wang,Pu Wang 0001,Pu,Wang,UNC - Charlotte,https://webpages.uncc.edu/pwang13,0buJlAUAAAAJ,\N
Pu-Jen Cheng,Pu-Jen Cheng,Pu-Jen,Cheng,National Taiwan University,https://www.csie.ntu.edu.tw/~pjcheng,uYdM_rwAAAAJ,\N
Pubali Datta,Pubali Datta,Pubali,Datta,University of Massachusetts Amherst,https://pdatta2.web.illinois.edu,VvUb5Z4AAAAJ,\N
Punam Bedi,Punam Bedi,Punam,Bedi,University of Delhi,http://people.du.ac.in/~pbedi,isHD16wAAAAJ,\N
Puneet Goyal,Puneet Goyal,Puneet,Goyal,IIT Ropar,http://www.iitrpr.ac.in/cse/puneet,J_MIa1oAAAAJ,\N
Purandar Bhaduri,Purandar Bhaduri,Purandar,Bhaduri,IIT Guwahati,https://www.iitg.ernet.in/pbhaduri,rRuMQwgAAAAJ,\N
Puru Kulkarni,Puru Kulkarni,Puru,Kulkarni,IIT Bombay,https://www.cse.iitb.ac.in/~puru,Gs3HO5kAAAAJ,\N
Purushotham Bangalore,Purushotham Bangalore,Purushotham,Bangalore,University of Alabama - Birmingham,https://www.cis.uab.edu/puri,NOSCHOLARPAGE,\N
Purushotham V. Bangalore,Purushotham V. Bangalore,Purushotham,Bangalore,University of Alabama - Birmingham,https://www.cis.uab.edu/puri,NOSCHOLARPAGE,V.
Purushottam Kar,Purushottam Kar,Purushottam,Kar,IIT Kanpur,http://www.cse.iitk.ac.in/users/purushot,MNXz0AoAAAAJ,\N
Purushottam Kulkarni,Purushottam Kulkarni,Purushottam,Kulkarni,IIT Bombay,https://www.cse.iitb.ac.in/~puru,Gs3HO5kAAAAJ,\N
Pushpak Bhattacharya,Pushpak Bhattacharya,Pushpak,Bhattacharya,IIT Bombay,https://www.cse.iitb.ac.in/~pb,vvg-pAkAAAAJ,\N
Pushpak Bhattacharyya,Pushpak Bhattacharyya,Pushpak,Bhattacharyya,IIT Bombay,https://www.cse.iitb.ac.in/~pb,vvg-pAkAAAAJ,\N
Pushpak Jagtap,Pushpak Jagtap,Pushpak,Jagtap,IISc Bangalore,https://www.pushpakjagtap.com,Szd98jUAAAAJ,\N
Pushpakanthie Wijekoon,Pushpakanthie Wijekoon,Pushpakanthie,Wijekoon,University of Peradeniya,https://sci.pdn.ac.lk/scs/staff/Pushpakanthie-Wijekoon,UKEe2AsAAAAJ,\N
Pushpendra Singh,Pushpendra Singh 0001,Pushpendra,Singh,IIIT Delhi,https://www.pushpendrasingh.info,FniYr_MAAAAJ,\N
Puwei Wang,Puwei Wang,Puwei,Wang,Renmin University of China,http://iir.ruc.edu.cn/~pwwang,NOSCHOLARPAGE,\N
Pádraig Cunningham,Pádraig Cunningham,Pádraig,Cunningham,University College Dublin,https://people.ucd.ie/padraig.cunningham,HqGgUVAAAAAJ,\N
Pável Calado,Pável Calado,Pável,Calado,Universidade de Lisboa,https://fenix.tecnico.ulisboa.pt/homepage/ist14497,7Udj_YAAAAAJ,\N
Péter Gács,Péter Gács,Péter,Gács,Boston University,http://www.cs.bu.edu/~gacs,vNCcKo0AAAAJ,\N
Qanita Bani Baker,Qanita Bani Baker,Qanita,Baker,JUST,http://www.just.edu.jo/eportfolio/Pages/Default.aspx?email=qmbanibaker,5m5NJOcAAAAJ,Bani
Qi Alfred Chen,Qi Alfred Chen,Qi,Chen,Univ. of California - Irvine,https://www.ics.uci.edu/~alfchen,lcsu7m8AAAAJ,Alfred
Qi Cheng,Qi Cheng 0001,Qi,Cheng,University of Oklahoma,https://qcheng2023.github.io,76g2fssAAAAJ,\N
Qi Dou,Qi Dou 0001,Qi,Dou,Chinese University of Hong Kong,https://www.cse.cuhk.edu.hk/~qdou,iHh7IJQAAAAJ,\N
Qi Han,Qi Han 0001,Qi,Han,Colorado School of Mines,http://inside.mines.edu/~qhan,CiPyIk4AAAAJ,\N
Qi Hao,Qi Hao,Qi,Hao,SUSTech,http://cse.sustech.edu.cn/faculty/~haoq,--nWP4MAAAAJ,\N
Qi Lei,Qi Lei,Qi,Lei,New York University,https://cecilialeiqi.github.io,kGOgaowAAAAJ,\N
Qi Li,Qi Li 0002,Qi,Li,Tsinghua University,https://www.cs.tsinghua.edu.cn/publish/csen/4623/2020/20200105201627634466124/20200105201627634466124_.html,NOSCHOLARPAGE,\N
Qi Li,Qi Li 0012,Qi,Li,Iowa State University,https://www.cs.iastate.edu/people/qi-li,NOSCHOLARPAGE,\N
Qi Liu,Qi Liu 0003,Qi,Liu,USTC,http://staff.ustc.edu.cn/~qiliuql,5EoHAFwAAAAJ,\N
Qi Qi,Qi Qi 0001,Qi,Qi,BUPT,https://scs.bupt.edu.cn/info/1299/2737.htm,NOSCHOLARPAGE,\N
Qi Rose Yu,Qi Rose Yu,Qi,Yu,Univ. of California - San Diego,http://roseyu.com,4HTITaMAAAAJ,Rose
